TICKER,ISIN,SECTOR
KPIL,INE220B01022,Industrials
NMSRESRC,INE169F01014,Services
CANDOUR,INE713D01055,Industrials
TIGLOB,INE811B01010,Industrials
CONTROLPR,INE663B01015,Information Technology
BEMHY,INE142E01014,Industrials
ANSALBU,INE030C01015,Consumer Discretionary
WEIZMANIND,INE080A01014,Consumer Discretionary
BNRSEC,INE710D01010,Financial Services
RISHITECH,INE989D01010,Industrials
SINCLAIR,INE985A01022,Consumer Discretionary
SAFARI,INE429E01023,Consumer Discretionary
ZBINTXPP,INE626H01019,Consumer Discretionary
JJFINCOR,INE584C01011,Financial Services
COSMOFE,INE124B01018,Industrials
CROPSTER,INE293E01023,Industrials
FUTURSEC,INE425D01015,Financial Services
SANCTRN,INE391G01012,Services
ADORMUL,INE628D01014,Fast Moving Consumer Goods
EIHAHOTELS,INE276C01014,Consumer Discretionary
MEDICAPQ,INE442D01010,Healthcare
OTCO,INE910B01028,Services
MORGANITE,INE599F01020,Industrials
BAPACK,INE00FM01013,Industrials
ABAN,INE421A01028,Energy
KOKUYOCMLN,INE760A01029,Fast Moving Consumer Goods
SRMENERGY,INE173J01018,Utilities
BHARATSE,INE415D01024,Consumer Discretionary
CONTPTR,INE369D01023,Energy
NBFOOT,INE006F01018,Consumer Discretionary
MACPLASQ,INE082B01018,Consumer Discretionary
PEARLPOLY,INE844A01013,Consumer Discretionary
VENKEYS,INE398A01010,Fast Moving Consumer Goods
ADVANIHOTR,INE199C01026,Consumer Discretionary
GVFILM,INE395B01048,Consumer Discretionary
SUPERHOUSE,INE712B01010,Consumer Discretionary
RAMAVISION,INE763B01013,Services
TCPLPACK,INE822C01015,Industrials
SHRIGANG,INE241V01018,Fast Moving Consumer Goods
PURITY,INE898O01010,Commodities
BALMLAWRIE,INE164A01016,Diversified
KOVAI,INE177F01017,Healthcare
ELDEHSG,INE668G01021,Consumer Discretionary
MICROSE,INE809F01015,Financial Services
DCMSHRIRAM,INE499A01024,Diversified
DCMSRIND,INE843D01027,Fast Moving Consumer Goods
MAWANASUG,INE636A01039,Fast Moving Consumer Goods
MINID,INE281E01010,Consumer Discretionary
MAHAPEXLTD,INE843B01013,Financial Services
NILKAMAL,INE310A01015,Consumer Discretionary
NAHARPOLY,INE308A01027,Industrials
3MINDIA,INE470A01017,Diversified
JCHAC,INE782A01015,Consumer Discretionary
JMFINANCIL,INE780C01023,Financial Services
ADCINDIA,INE833A01016,Telecommunication
TNTELE,INE141D01018,Telecommunication
SUNRAJDI,INE459D01014,Consumer Discretionary
RIIL,INE046A01015,Services
LINDEINDIA,INE473A01011,Commodities
INDBNK,INE969D01012,Financial Services
JAIMATAG,INE250C01027,Commodities
LOTUSCHO,INE026D01011,Fast Moving Consumer Goods
PACIFICI,INE883C01025,Consumer Discretionary
CMMHOSP,INE889F01017,Healthcare
UNIOFFICE,INE951C01012,Services
APMIN,INE170D01025,Consumer Discretionary
PRECWIRE,INE372C01037,Industrials
KRYPTONQ,INE951B01014,Diversified
SWISSMLTRY,INE010C01025,Consumer Discretionary
MARBU,INE199D01016,Consumer Discretionary
FEL,INE623B01027,Consumer Discretionary
INDTONER,INE826B01018,Commodities
KUNSTOFF,INE638D01021,Industrials
SCI,INE109A01011,Services
SIKA,INE438E01016,Industrials
ITI,INE248A01017,Telecommunication
DREDGECORP,INE506A01018,Services
PHRMASI,INE486I01016,Healthcare
PODDARHOUS,INE888B01018,Consumer Discretionary
NFL,INE870D01012,Commodities
IPRINGLTD,INE558A01019,Consumer Discretionary
PIIND,INE603J01030,Commodities
PLASTIBLEN,INE083C01022,Commodities
YASHINNO,INE823D01011,Services
KKPLASTICK,INE465K01016,Industrials
WATERBASE,INE054C01015,Fast Moving Consumer Goods
FLEXFO,INE954B01018,Fast Moving Consumer Goods
GOLKUNDIA,INE798D01015,Consumer Discretionary
APCOTEXIND,INE116A01032,Industrials
FORTISMLR,INE842B01015,Healthcare
MASTEK,INE759A01021,Information Technology
EIMCOELECO,INE158B01016,Industrials
SAYAJIHOTL,INE318C01014,Consumer Discretionary
JMGCORP,INE745F01011,Industrials
ASHIANA,INE365D01021,Consumer Discretionary
SVAMSOF,INE119B01018,Information Technology
ECOBOAR,INE866A01016,Consumer Discretionary
DVL,INE477B01010,Diversified
TIHIL,INE502D01011,Industrials
MAHEPC,INE215D01010,Industrials
MITSHI,INE844D01017,Services
SHUKJEW,INE344E01016,Consumer Discretionary
MAZDA,INE885E01034,Industrials
SOVERDIA,INE959D01013,Consumer Discretionary
MENONBE,INE071D01033,Consumer Discretionary
MUKATPIP,INE862C01029,Industrials
GUJRAFFIA,INE610B01024,Industrials
SIMPLEXINF,INE059B01024,Industrials
INNOVTEC,INE965C01038,Industrials
SUPTANERY,INE460D01038,Consumer Discretionary
CONSTRONIC,INE537B01011,Services
AXTEL,INE767C01012,Industrials
VRWODAR,INE317D01014,Consumer Discretionary
APIL,INE316O01021,Services
POONAWALLA,INE511C01022,Financial Services
HINFLUR,INE806J01013,Commodities
KINGFA,INE473D01015,Industrials
PATIDAR,INE637N01014,Consumer Discretionary
RAMAPHO,INE809A01024,Commodities
VENLONENT,INE204D01022,Commodities
PETPLST,INE704F01018,Industrials
POLYPLEX,INE633B01018,Industrials
ALBERTDAVD,INE155C01010,Healthcare
HARLETH,INE681F01018,Commodities
CARYSIL,INE482D01024,Consumer Discretionary
KABRAEXTRU,INE900B01029,Industrials
VINYLINDIA,INE250B01029,Commodities
PCCOSMA,INE417E01010,Fast Moving Consumer Goods
TCMLMTD,INE034F01010,Commodities
IOLCP,INE485C01011,Healthcare
KESARPE,INE133C01033,Commodities
VINATIORGA,INE410B01037,Commodities
LACTOSE,INE058I01013,Healthcare
TEEAI,INE757D01011,Commodities
AARTIIND,INE769A01020,Commodities
PNTKYOR,INE702E01015,Commodities
WANBURY,INE107F01022,Healthcare
RESONANCE,INE486D01017,Commodities
GAEL,INE036B01030,Fast Moving Consumer Goods
RCF,INE027A01015,Commodities
KOPRAN,INE082A01010,Healthcare
AIMCOPEST,INE008B01013,Commodities
GUJTERC,INE499G01013,Healthcare
SEYAIND,INE573R01012,Commodities
JAYAGROGN,INE785A01026,Commodities
BCLIND,INE412G01024,Fast Moving Consumer Goods
SHHARICH,INE065E01017,Commodities
INDOBORAX,INE803D01021,Commodities
AARTIDRUGS,INE767A01016,Healthcare
BODALCHEM,INE338D01028,Commodities
ORCHPHARMA,INE191A01027,Healthcare
VIMTALABS,INE579C01029,Healthcare
BIOFILCHEM,INE829A01014,Healthcare
ISHITADR,INE806D01016,Healthcare
MARKSANS,INE750C01026,Healthcare
UNIVSTAR,INE113E01015,Fast Moving Consumer Goods
AAREYDRUGS,INE198H01019,Healthcare
NORRIS,INE744C01029,Services
ASINPET,INE810M01019,Commodities
CAMEXLTD,INE198C01010,Commodities
EVEXIA,INE313M01030,Fast Moving Consumer Goods
INDOEURO,INE319N01019,Commodities
SYNCOMF,INE312C01025,Healthcare
RIDDHI,INE249D01019,Services
SVCIND,INE038B01010,Services
IPCALAB,INE571A01038,Healthcare
KILITCH,INE729D01010,Healthcare
RAAJMEDI,INE548H01015,Industrials
REVAORG,INE270D01015,Services
CORALAB,INE683E01017,Healthcare
TULASEEBIOE,INE276N01011,Commodities
BACPHAR,INE711D01018,Healthcare
KREBSBIO,INE268B01013,Healthcare
KMCSHIL,INE879K01018,Healthcare
LAFFANSQ,INE919B01011,Commodities
BHASKAGR,INE972C01018,Commodities
SUKHJITS,INE450E01011,Fast Moving Consumer Goods
SATAGRI,INE06DM01015,Healthcare
SHARMEH,INE465H01012,Healthcare
NEULANDLAB,INE794A01010,Healthcare
GAYATRIBI,INE052E01015,Commodities
PODDARMENT,INE371C01013,Commodities
PHARMAID,INE117D01018,Healthcare
VIVIDIND,INE737C01023,Commodities
PRIYALT,INE686C01014,Services
TIRUSTA,INE314D01011,Fast Moving Consumer Goods
HEMORGANIC,INE422G01015,Services
JDORGOCHEM,INE263B01022,Commodities
AEONXDIGI,INE994D01010,Commodities
AKSHARCHEM,INE542B01011,Commodities
BANDARAM,INE875N01036,Healthcare
ADLINE,INE276T01018,Healthcare
BERLDRG,INE415H01017,Healthcare
INDXTRA,INE056E01024,Fast Moving Consumer Goods
ISTRNETWK,INE532B01020,Consumer Discretionary
GAGAN,INE076D01016,Commodities
PARKERAC,INE750B01010,Services
SHUKRAPHAR,INE551C01028,Healthcare
ALUFLUOR,INE058F01019,Commodities
OXYGENTAPH,INE102E01018,Healthcare
ARCHITORG,INE078I01011,Commodities
SIKOZY,INE528E01022,Consumer Discretionary
INDOAMIN,INE760F01028,Commodities
INDSWFTLTD,INE788B01028,Healthcare
NATCAPSUQ,INE936B01015,Healthcare
WELCURE,INE331C01017,Healthcare
BIBCL,INE994B01014,Healthcare
SOTL,INE035D01020,Energy
HESTERBIO,INE782E01017,Healthcare
KABSON,INE645C01010,Services
BASANTGL,INE473E01021,Commodities
SANDUPHQ,INE751D01014,Healthcare
NACLIND,INE295D01020,Commodities
VISTAPH,INE427C01021,Healthcare
SUNPHARMA,INE044A01036,Healthcare
TITANBIO,INE150C01011,Commodities
BIJHANS,INE491D01017,Services
SDL,INE004E01016,Healthcare
JENBURPH,INE354A01013,Healthcare
HIKAL,INE475B01022,Healthcare
CAPLIPOINT,INE475E01026,Healthcare
FISCHER,INE771F01025,Commodities
LINKPH,INE302F01011,Commodities
DECIPHER,INE643N01012,Healthcare
EMMESSA,INE634B01016,Commodities
NGLFINE,INE887E01022,Healthcare
EVERESTO,INE334C01029,Healthcare
AUROPHARMA,INE406A01037,Healthcare
PHYTO,INE037C01010,Commodities
NATCOPHARM,INE987B01026,Healthcare
DYNAMIND,INE457C01010,Commodities
PANAMAPET,INE305C01029,Energy
BALPHARMA,INE083D01012,Healthcare
BDH,INE278D01018,Healthcare
JAUSPOL,INE593O01017,Industrials
GLOBUSCON,INE064L01015,Utilities
CUBEXTUB,INE144D01012,Industrials
POLYCHMP,INE809B01014,Industrials
STELLANT,INE395F01023,Financial Services
GALXBRG,INE020S01012,Industrials
SCAGRO,INE895E01017,Fast Moving Consumer Goods
RALEGRA,INE427E01027,Commodities
UNRYLMA,INE602H01010,Fast Moving Consumer Goods
KARANWO,INE327D01013,Consumer Discretionary
SHERVANI,INE011D01013,Consumer Discretionary
BNHOLDINGS,INE00HZ01011,Services
SUPERTEX,INE881B01054,Consumer Discretionary
SHETR,INE278C01010,Industrials
TRABI,INE773D01018,Healthcare
MPL,INE343A01016,Industrials
NIKHILAD,INE926C01022,Commodities
SPENTA,INE175C01018,Consumer Discretionary
MULTIBASE,INE678F01014,Commodities
ANDREWYU,INE449C01025,Fast Moving Consumer Goods
LUDLOWJUT,INE983C01015,Commodities
ASHRAM,INE293C01019,Healthcare
ROYALCU,INE618A01011,Consumer Discretionary
SURJIND,INE170U01011,Fast Moving Consumer Goods
HITECHCORP,INE120D01012,Industrials
BLOOM,INE253C01013,Industrials
FILATEX,INE816B01035,Consumer Discretionary
STDSFAC,INE307D01015,Commodities
MORGAN,INE902C01015,Financial Services
AMRAPLIN,INE762C01021,Services
PREMEXPLN,INE863B01029,Commodities
MIDEASTP,INE033E01015,Financial Services
MOLDTECH,INE835B01035,Information Technology
CRSTCHM,INE293N01016,Commodities
MPHASIS,INE356A01018,Information Technology
MEDINOV,INE047C01019,Healthcare
DIVSHKT,INE410G01010,Commodities
ORIENTLTD,INE609C01024,Industrials
SHREYASI,INE115F01017,Commodities
PANJON,INE744D01019,Fast Moving Consumer Goods
NIRBHAYIND,INE218T01010,Consumer Discretionary
DUROPACK,INE138B01018,Industrials
SWARNSAR,INE967A01012,Consumer Discretionary
GANESHHOUC,INE460C01014,Consumer Discretionary
NMDC,INE584A01023,Commodities
CINDHO,INE908C01012,Consumer Discretionary
PATINTLOG,INE529D01014,Services
ALPHAGEO,INE137C01018,Energy
HAMPTON,INE299D01022,Consumer Discretionary
KKALPANAIND,INE301C01028,Commodities
OKPLA,INE870B01024,Consumer Discretionary
KRITI,INE479D01038,Industrials
ASMTEC,INE867C01010,Information Technology
PERFEPA,INE759I01024,Commodities
AMBIT,INE267C01013,Services
VISIONCINE,INE515B01025,Consumer Discretionary
DATASOFT,INE072B01027,Information Technology
INDRANIB,INE007C01021,Fast Moving Consumer Goods
EUROLED,INE940E01011,Consumer Discretionary
WINSOMBR,INE391C01011,Fast Moving Consumer Goods
ELEFLOR,INE152E01013,Fast Moving Consumer Goods
SKYIND,INE765B01018,Consumer Discretionary
PHOENXINTL,INE245B01011,Services
BHUDEVI,INE432N01010,Consumer Discretionary
PRATIK,INE206C01029,Commodities
RISHIROOP,INE582D01013,Industrials
PROMACT,INE818D01011,Industrials
STRGRENWO,INE398F01019,Consumer Discretionary
SYSTMTXC,INE356B01016,Financial Services
SHAHISHIP,INE825D01016,Services
ALPINEHOU,INE840D01015,Consumer Discretionary
SANGHIIND,INE999B01013,Commodities
WWALUM,INE550D01010,Services
IIRM,INE670C01026,Services
SFPIL,INE716K01020,Commodities
SCANPGEOM,INE967B01028,Information Technology
CHOKSILA,INE493D01013,Healthcare
CCHHL,INE652F01027,Consumer Discretionary
LONTE,INE696E01019,Fast Moving Consumer Goods
MIDWEST,INE519N01014,Commodities
ENTRINT,INE439G01019,Services
TECHIN,INE778A01021,Consumer Discretionary
TPLPLASTEH,INE413G01022,Industrials
WIMPLAST,INE015B01018,Consumer Discretionary
PHOTOQUP,INE813B01016,Fast Moving Consumer Goods
LIBERTSHOE,INE557B01019,Consumer Discretionary
LIPPISYS,INE845B01018,Industrials
ELECTHERM,INE822G01016,Industrials
BLUEDART,INE233B01017,Services
EXPOGAS,INE561D01025,Industrials
NATPLAS,INE233D01013,Industrials
MFLINDIA,INE244C01020,Services
TEXELIN,INE594V01028,Industrials
RAYALEMA,INE008C01011,Consumer Discretionary
MIRZAINT,INE771A01026,Consumer Discretionary
TFCILTD,INE305A01015,Financial Services
THAKDEV,INE403F01017,Consumer Discretionary
ARENTERP,INE610C01014,Commodities
BIL,INE828A01016,Consumer Discretionary
KAMATHOTEL,INE967C01018,Consumer Discretionary
TIRTPLS,INE008N01018,Services
KEEPLEARN,INE055C01020,Consumer Discretionary
POLOHOT,INE084C01012,Consumer Discretionary
ECOPLAST,INE423D01010,Industrials
ELEMARB,INE095B01010,Consumer Discretionary
BITS,INE839A01021,Information Technology
ADARSHPL,INE627D01016,Commodities
HPBL,INE136C01044,Industrials
NICCOPAR,INE653C01022,Consumer Discretionary
NTCIND,INE920C01017,Fast Moving Consumer Goods
SANDESH,INE583B01015,Consumer Discretionary
GARNET,INE797D01017,Consumer Discretionary
GOLDIAM,INE025B01025,Consumer Discretionary
BRIGHTBR,INE630D01010,Industrials
SHAWGELTIN,INE869A01010,Commodities
PGFOILQ,INE078D01012,Commodities
GRATEXI,INE915E01013,Commodities
VELHO,INE548D01014,Consumer Discretionary
HOWARHO,INE931B01016,Consumer Discretionary
PRESSURS,INE891E01024,Consumer Discretionary
VALIANT,INE760B01019,Telecommunication
DRAGARWQ,INE934C01018,Healthcare
MHSGRMS,INE007G01014,Services
GREENPLY,INE461C01038,Consumer Discretionary
SEAMECLTD,INE497B01018,Services
RAGHUNAT,INE753B01014,Fast Moving Consumer Goods
CHEVIOT,INE974B01016,Commodities
DAICHI,INE928C01010,Commodities
RAJINFRA,INE016C01014,Consumer Discretionary
SPICEISLIN,INE882D01017,Consumer Discretionary
CONFIPET,INE552D01024,Energy
SIPL,INE413C01013,Industrials
SHAKTIPR,INE794C01016,Consumer Discretionary
ASHSI,INE338C01012,Industrials
BANARBEADS,INE655B01011,Consumer Discretionary
AREXMIS,INE480H01011,Consumer Discretionary
BI,INE986A01012,Healthcare
ISFL,INE973B01026,Financial Services
RISHILASE,INE988D01012,Industrials
JAINCO,INE966C01010,Services
KUMPFIN,INE795E01019,Financial Services
INTECCAP,INE017E01018,Financial Services
RAJGASES,INE184D01026,Energy
SIDDHEGA,INE797C01019,Services
63MOONS,INE111B01023,Information Technology
SARLAPOLY,INE453D01025,Consumer Discretionary
MKTCREAT,INE944C01017,Financial Services
HFIL,INE552B01010,Fast Moving Consumer Goods
SONALAD,INE344I01017,Commodities
PADMAIND,INE743D01011,Commodities
21STCENMGM,INE253B01015,Financial Services
HRYNSHP,INE400G01011,Industrials
ARUNIS,INE377D01018,Financial Services
TYROON,INE945B01016,Fast Moving Consumer Goods
LAOPALA,INE059D01020,Consumer Discretionary
STYLAMIND,INE239C01020,Consumer Discretionary
VENUSREM,INE411B01019,Healthcare
WOODSVILA,INE374J01020,Consumer Discretionary
LASTMILE,INE404B01014,Financial Services
GUJCRAFT,INE372D01019,Industrials
HEERAISP,INE025D01013,Industrials
DHOOTIN,INE313G01016,Services
CRIMSON,INE318P01016,Industrials
SHBAJRG,INE402H01015,Industrials
ASHOKRE,INE760M01016,Fast Moving Consumer Goods
URJA,INE550C01020,Industrials
ASHAPURMIN,INE348A01023,Commodities
SHREEPAC,INE847D01010,Healthcare
GUJALKALI,INE186A01019,Commodities
INDIACEM,INE383A01012,Commodities
JKTYRE,INE573A01042,Consumer Discretionary
MANGCHEFER,INE558B01017,Commodities
SIL,INE173A01025,Consumer Discretionary
JUBLPHARMA,INE700A01033,Healthcare
THEINVEST,INE924D01017,Financial Services
SAMYAKINT,INE607G01011,Services
AADIIND,INE563D01013,Commodities
SANTOSHF,INE612D01018,Consumer Discretionary
SREEJAYA,INE618F01010,Consumer Discretionary
ACKNIT,INE326C01017,Consumer Discretionary
TITANSEC,INE090D01017,Financial Services
REALECO,INE055E01026,Energy
HRMNYCP,INE264N01017,Services
VIVANZA,INE984E01035,Healthcare
YASHRAJC,INE095C01018,Industrials
LORDSHOTL,INE689J01013,Consumer Discretionary
CSLFINANCE,INE718F01018,Financial Services
SANGHVIMOV,INE989A01024,Industrials
SELAN,INE818A01017,Energy
FRSHTRP,INE795D01011,Fast Moving Consumer Goods
FAZE3Q,INE963C01033,Consumer Discretionary
PRADHIN,INE656B01019,Industrials
ANUPAM,INE069B01023,Financial Services
RAJPACK,INE639C01013,Industrials
PRIVISCL,INE959A01019,Commodities
NATRAJPR,INE444D01016,Fast Moving Consumer Goods
SAMRATPH,INE103E01016,Healthcare
NPRFIN,INE446D01011,Financial Services
NILE,INE445D01013,Commodities
UDAICEMENT,INE225C01029,Commodities
AMCOIND,INE924B01011,Industrials
OPTIEMUS,INE350C01017,Telecommunication
KREONFIN,INE302C01018,Financial Services
GYANDEV,INE487G01018,Consumer Discretionary
KISAN,INE017C01012,Industrials
GARODCH,INE236P01010,Services
KERALAYUR,INE817B01025,Healthcare
MONGIPA,INE153K01018,Financial Services
MOHITPPR,INE388C01017,Commodities
DAULAT,INE108C01019,Financial Services
OSCARGLO,INE473F01010,Consumer Discretionary
ODYSSEY,INE213B01019,Information Technology
SURATRAML,INE936A01025,Consumer Discretionary
ATHARVENT,INE354E01031,Financial Services
FUNDVISER,INE365H01014,Financial Services
THEMISMED,INE083B01024,Healthcare
KALLAM,INE629F01025,Consumer Discretionary
BRAWN,INE899B01015,Healthcare
FORINTL,INE501D01013,Services
KINGSINFR,INE050N01010,Fast Moving Consumer Goods
SUBSM,INE690D01014,Consumer Discretionary
AUROLAB,INE292C01011,Healthcare
KJMCFIN,INE533C01018,Financial Services
SUVEN,INE495B01038,Healthcare
ARYAMAN,INE032E01017,Financial Services
BRIDGESE,INE958C01017,Financial Services
RISAINTL,INE001O01029,Services
RAJTUBE,INE497E01012,Industrials
KAYPOWR,INE961B01013,Commodities
INTSTOIL,INE003B01014,Services
GLOBALCA,INE062C01042,Financial Services
SAINIK,INE584B01013,Commodities
ARIGATO,INE021N01011,Industrials
QUANTDIA,INE373C01019,Industrials
SPCAPIT,INE102F01015,Services
PAOS,INE791C01012,Fast Moving Consumer Goods
KOTHARIPRO,INE823A01017,Services
PICCADIL,INE546C01010,Fast Moving Consumer Goods
CLSEL,INE419D01026,Fast Moving Consumer Goods
CHANDRAP,INE368D01025,Services
KIMIABL,INE285U01025,Healthcare
HINDTIN,INE428D01019,Industrials
GODAVARI,INE362C01012,Healthcare
PREMCO,INE001E01012,Consumer Discretionary
MUKESHB,INE596B01017,Financial Services
GENUSPOWER,INE955D01029,Industrials
ASIANENE,INE276G01015,Energy
KBSINDIA,INE883D01023,Financial Services
PRABHHANS,INE428P01013,Consumer Discretionary
UGARSUGAR,INE071E01023,Fast Moving Consumer Goods
ORIENTBELL,INE607D01018,Consumer Discretionary
NRBBEARING,INE349A01021,Consumer Discretionary
VAMSHIRU,INE380C01014,Consumer Discretionary
NILAINFRA,INE937C01029,Consumer Discretionary
DBSTOCKBRO,INE921B01025,Financial Services
VINYOFL,INE526H01011,Commodities
JINDCAP,INE356F01017,Financial Services
EPIC,INE932F01015,Financial Services
SUMEDHA,INE886B01012,Financial Services
KUWERIN,INE430F01010,Commodities
CHOKSI,INE865B01016,Fast Moving Consumer Goods
ASHISHPO,INE831C01016,Industrials
ADORFO,INE853A01022,Industrials
SHIVAAGRO,INE960E01019,Commodities
SIDDHA,INE140C01012,Financial Services
KIRANSY-B,INE293D01017,Consumer Discretionary
SUMERUIND,INE764B01029,Services
RUNGTAIR,INE347C01013,Industrials
CINERAD,INE959B01017,Consumer Discretionary
VALSONQ,INE808A01018,Consumer Discretionary
SABOOSOD,INE440C01016,Fast Moving Consumer Goods
GSLSEC,INE721D01017,Financial Services
TINNARUBR,INE015C01016,Commodities
VIKRAMTH,INE337E01010,Commodities
STRATMONT,INE473C01025,Services
AKCAPIT,INE701G01012,Financial Services
RELAXO,INE131B01039,Consumer Discretionary
VIRAT,INE467D01017,Consumer Discretionary
RRETAIL,INE786J01025,Consumer Discretionary
TERAI,INE390D01011,Fast Moving Consumer Goods
MANRAJH,INE948I01015,Financial Services
COSCO,INE949B01018,Consumer Discretionary
KENFIN,INE395E01018,Financial Services
SHILPAMED,INE790G01031,Healthcare
PARACABLES,INE074B01023,Industrials
NCLRESE,INE132F01038,Financial Services
POPEES,INE149B01015,Consumer Discretionary
EXPLICITFIN,INE335G01019,Services
LADDERUP,INE519D01015,Financial Services
UYFINCORP,INE152C01025,Financial Services
EKAMLEA,INE906L01025,Services
SWASTIKA,INE691C01014,Financial Services
PRIMAPLA,INE573B01016,Consumer Discretionary
TELECANOR,INE381G01013,Information Technology
JAGSONFI,INE582C01015,Financial Services
GARGFUR,INE194E01015,Industrials
SAMPRE,INE375C01014,Fast Moving Consumer Goods
AAIL,INE864E01021,Consumer Discretionary
VIPULORG,INE834D01018,Commodities
ECORECO,INE316A01038,Utilities
GOODLUCK,INE127I01024,Industrials
GOYALASS,INE912B01032,Financial Services
ZENITHHE,INE812B01026,Healthcare
YORKEXP,INE057Q01018,Consumer Discretionary
SUPREME,INE822E01011,Consumer Discretionary
LYKISLTD,INE624M01014,Services
PRIMEPRO,INE233C01023,Consumer Discretionary
ZENLABS,INE546F01013,Services
RAJRILTD,INE533D01032,Consumer Discretionary
FLORATX,INE161F01011,Consumer Discretionary
GOWRALE,INE225G01012,Financial Services
JAGANLAM,INE144C01014,Consumer Discretionary
AJEL,INE229B01015,Information Technology
ALPSINDUS,INE093B01015,Consumer Discretionary
ASITCFIN,INE041B01014,Financial Services
ENCODE,INE900O01014,Consumer Discretionary
SUPERBAK,INE897A01011,Fast Moving Consumer Goods
OVOBELE,INE812S01012,Fast Moving Consumer Goods
CHALLANI,INE807A01010,Financial Services
CORNE,INE715D01019,Commodities
STERTOOLS,INE334A01023,Consumer Discretionary
AGARWAL,INE510B01018,Industrials
DYNAMICP,INE118C01018,Financial Services
INLANPR,INE055O01033,Consumer Discretionary
CEEJAY,INE358C01010,Financial Services
SUNCITYSY,INE584D01019,Consumer Discretionary
SHGANEL,INE400N01017,Services
ANNAINFRA,INE336D01014,Financial Services
BHAGERIA,INE354C01027,Commodities
OIVL,INE125F01024,Services
BNRUDY,INE355C01016,Services
KRBL,INE001B01026,Fast Moving Consumer Goods
SSPDL,INE838C01011,Consumer Discretionary
DAIKAFFI,INE789B01018,Commodities
CILSEC,INE830A01012,Financial Services
CLIOINFO,INE011B01017,Information Technology
CUPID,INE509F01029,Fast Moving Consumer Goods
SUNSHIEL,INE199E01014,Commodities
HIPOLIN,INE963A01011,Fast Moving Consumer Goods
GDLLEAS,INE545E01018,Financial Services
CHEMBOND,INE995D01025,Commodities
CIFL,INE345H01016,Financial Services
ABVL,INE485K01014,Financial Services
SUCROSA,INE366G01022,Commodities
NGIND,INE825C01018,Healthcare
ASIAPAK,INE784M01016,Consumer Discretionary
SICAPIT,INE417F01017,Services
ERPSOFT,INE308B01017,Services
RRSECUR,INE474H01014,Services
REMSONSIND,INE474C01015,Consumer Discretionary
RAMSONS,INE609D01014,Financial Services
HARAFIN,INE737G01016,Financial Services
EUROASIA,INE535P01015,Services
STANPACK,INE457D01018,Industrials
SABTNL,INE416A01044,Consumer Discretionary
RAMINFO,INE357B01022,Information Technology
SUNILAGR,INE224D01012,Fast Moving Consumer Goods
DIANATEA,INE012E01035,Fast Moving Consumer Goods
VIKASECO,INE806A01020,Commodities
IOC,INE242A01010,Energy
ALFAICA,INE042C01010,Industrials
SKCIL,INE260E01014,Commodities
INDIAHOME,INE274E01015,Financial Services
ROOPAIND,INE443C01010,Healthcare
UNIQUEO,INE333E01019,Fast Moving Consumer Goods
BALAMINES,INE050E01027,Commodities
SWRNASE,INE595G01018,Financial Services
ARISE,INE190D01015,Services
VISAGAR,INE309H01038,Financial Services
LIBORD,INE267E01019,Financial Services
ERAAYA,INE432F01024,Consumer Discretionary
COMPEAU,INE823B01015,Consumer Discretionary
ZDHJERK,INE239F01015,Healthcare
NEELKAN,INE741D01015,Commodities
VINTAGES,INE153C01015,Financial Services
OSWALOR,INE906K01027,Fast Moving Consumer Goods
CONTILI,INE080G01011,Services
VIJSOLX,INE362D01010,Fast Moving Consumer Goods
SHRIKRISH,INE997I01012,Consumer Discretionary
ALANKIT,INE914E01040,Services
NIHARINF,INE876E01033,Information Technology
UNITDCR,INE858C01027,Financial Services
OMINFRAL,INE239D01028,Industrials
CHECKPOINT,INE396H01019,Healthcare
ISHANCH,INE561M01018,Commodities
GOTHIPL,INE538G01018,Consumer Discretionary
BALUFORGE,INE011E01029,Industrials
CEENIK,INE418D01010,Consumer Discretionary
PATELENG,INE244B01030,Industrials
INANI,INE635D01027,Commodities
GEMSI,INE503D01027,Services
ELFORGE,INE158F01017,Consumer Discretionary
MEDICAMEQ,INE646B01010,Healthcare
ALICON,INE062D01024,Consumer Discretionary
DILIGENT,INE650C01036,Fast Moving Consumer Goods
EPSOMPRO,INE601F01016,Consumer Discretionary
ALFAVIO,INE883B01027,Fast Moving Consumer Goods
ORGCOAT,INE412E01011,Commodities
CATVISION,INE660B01011,Services
ABMKNO,INE850B01026,Information Technology
EMAMILTD,INE548C01032,Fast Moving Consumer Goods
KEMISTAR,INE971L01029,Commodities
ASSOCER,INE771E01010,Commodities
SKPSEC,INE709B01016,Financial Services
SYSCHEM,INE121D01036,Healthcare
BLSINFOTE,INE606B01022,Information Technology
MEFCOMCAP,INE186C01023,Financial Services
HEMANG,INE930A01010,Services
ARMANFIN,INE109C01017,Financial Services
GLANCE,INE580D01017,Financial Services
SHILCTECH,INE024F01011,Industrials
TRADEWELL,INE819G01012,Services
SPRIGHT,INE179O01031,Services
NUCLEUS,INE096B01018,Information Technology
COLINZ,INE923C01011,Healthcare
NLFL,INE606C01012,Financial Services
MANAPPURAM,INE522D01027,Financial Services
RTSPOWR,INE005C01017,Industrials
COMFINTE,INE819A01049,Fast Moving Consumer Goods
SHYAMAINFO,INE861E01019,Healthcare
MAYURFL,INE262W01012,Commodities
ANJANI,INE364D01032,Consumer Discretionary
XTGLOBAL,INE547B01028,Information Technology
DECOMIC,INE907E01010,Commodities
